,Tenure,City_Tier,CC_Contacted_LY,Payment,Gender,Service_Score,Account_user_count,account_segment,CC_Agent_Score,Marital_Status,rev_per_month,Complain_ly,rev_growth_yoy,coupon_used_for_payment,Day_Since_CC_connect,cashback,Login_device
6521,0.0,1.0,16.0,2,0,2.0,4.0,2,4.0,2,3.0,0.0,12.0,0.0,0.0,113.0,1
6522,0.0,1.0,23.0,2,1,3.0,3.0,2,5.0,0,5.0,0.0,14.0,1.0,4.0,123.0,1
6523,9.0,1.0,17.0,2,1,2.0,4.0,3,2.0,2,5.0,0.0,18.0,1.0,8.0,159.0,1
6525,20.0,1.0,12.0,0,1,3.0,3.0,2,2.0,0,10.0,0.0,14.0,1.0,2.0,138.0,1
6526,0.0,3.0,17.0,2,1,3.0,4.0,2,5.0,0,4.0,0.0,12.0,1.0,2.0,150.0,1
6529,20.0,1.0,14.0,1,0,2.0,3.0,4,3.0,0,8.0,0.0,21.0,3.0,6.0,276.0,1
6532,7.0,1.0,12.0,2,0,2.0,4.0,2,4.0,0,7.0,0.0,19.0,1.0,2.0,133.0,1
6534,13.0,1.0,17.0,4,1,2.0,3.0,3,3.0,1,8.0,0.0,13.0,1.0,7.0,142.0,0
6535,4.0,3.0,17.0,2,1,2.0,3.0,0,2.0,1,3.0,0.0,18.0,2.0,9.0,211.0,1
6536,9.0,3.0,20.0,3,1,2.0,3.0,0,1.0,1,8.0,0.0,11.0,0.0,3.0,205.0,1
6537,2.0,1.0,15.0,2,0,2.0,4.0,2,5.0,2,6.0,1.0,24.0,0.0,0.0,138.0,0
6538,0.0,1.0,11.0,2,0,3.0,1.0,0,4.0,2,2.0,0.0,11.0,3.0,7.0,180.0,0
6539,18.0,1.0,29.0,1,1,3.0,5.0,0,5.0,1,4.0,1.0,19.0,0.0,7.0,209.0,1
6540,4.0,2.0,18.0,1,0,3.0,1.0,2,4.0,2,13.0,0.0,19.0,0.0,2.0,126.0,1
6541,0.0,1.0,12.0,2,1,3.0,3.0,2,1.0,0,10.0,1.0,13.0,2.0,2.0,137.0,0
6542,18.0,1.0,38.0,0,1,2.0,3.0,0,1.0,0,6.0,1.0,18.0,1.0,2.0,199.0,1
6543,21.0,3.0,19.0,3,1,3.0,3.0,3,5.0,1,9.0,0.0,13.0,1.0,2.0,159.0,1
6545,13.0,1.0,19.0,1,1,2.0,4.0,0,4.0,1,3.0,0.0,11.0,1.0,8.0,240.0,0
6546,99.0,3.0,18.0,1,1,2.0,3.0,3,5.0,2,2.0,0.0,18.0,1.0,3.0,186.0,1
6547,17.0,1.0,18.0,2,1,2.0,4.0,2,3.0,2,7.0,0.0,16.0,0.0,3.0,138.0,0
6548,26.0,1.0,12.0,1,1,2.0,1.0,4,4.0,2,8.0,0.0,13.0,6.0,8.0,266.0,1
6549,22.0,1.0,14.0,0,1,3.0,3.0,3,3.0,0,5.0,0.0,14.0,0.0,2.0,171.0,1
6550,13.0,1.0,14.0,1,1,3.0,3.0,2,3.0,1,5.0,0.0,16.0,0.0,2.0,123.0,1
6551,17.0,1.0,28.0,2,1,2.0,3.0,2,4.0,2,4.0,0.0,13.0,1.0,3.0,138.0,1
6552,6.0,3.0,16.0,1,1,2.0,3.0,3,5.0,0,2.0,0.0,15.0,0.0,3.0,145.0,0
6553,7.0,3.0,12.0,4,1,2.0,5.0,3,5.0,2,6.0,0.0,18.0,2.0,12.0,153.0,1
6554,3.0,3.0,29.0,2,1,3.0,3.0,3,3.0,0,10.0,0.0,16.0,0.0,2.0,160.0,1
6555,15.0,1.0,21.0,1,0,3.0,3.0,2,1.0,2,2.0,0.0,14.0,4.0,8.0,143.0,0
6556,17.0,3.0,10.0,3,0,3.0,3.0,3,3.0,0,8.0,0.0,14.0,1.0,0.0,148.0,0
6557,3.0,1.0,18.0,0,1,3.0,3.0,2,3.0,1,6.0,0.0,15.0,0.0,0.0,113.0,0
6560,7.0,1.0,24.0,1,1,3.0,3.0,4,5.0,1,9.0,0.0,14.0,2.0,9.0,274.0,0
6563,0.0,3.0,33.0,1,0,2.0,4.0,3,4.0,2,5.0,1.0,23.0,2.0,10.0,146.0,1
6564,8.0,3.0,19.0,2,1,3.0,3.0,2,3.0,0,5.0,0.0,15.0,1.0,0.0,128.0,1
6565,0.0,1.0,18.0,1,1,2.0,3.0,2,5.0,2,5.0,1.0,13.0,0.0,0.0,135.0,0
6566,0.0,3.0,26.0,2,0,3.0,3.0,2,4.0,0,5.0,0.0,14.0,0.0,0.0,122.0,0
6567,17.0,1.0,15.0,1,1,2.0,3.0,0,3.0,2,10.0,1.0,18.0,0.0,2.0,204.0,0
6568,2.0,3.0,27.0,2,1,3.0,4.0,3,3.0,1,4.0,0.0,14.0,1.0,4.0,192.0,1
6569,3.0,2.0,11.0,2,1,2.0,3.0,2,3.0,1,3.0,0.0,23.0,0.0,3.0,128.0,1
6571,6.0,1.0,13.0,1,0,2.0,4.0,2,4.0,0,10.0,0.0,11.0,0.0,2.0,138.0,1
6572,20.0,3.0,24.0,1,0,3.0,3.0,3,3.0,0,5.0,1.0,19.0,1.0,2.0,147.0,1
6575,1.0,3.0,18.0,2,1,2.0,3.0,3,5.0,2,1.0,0.0,15.0,1.0,3.0,155.0,0
6577,2.0,1.0,11.0,2,0,3.0,3.0,2,4.0,0,5.0,0.0,13.0,0.0,2.0,132.0,0
6579,6.0,1.0,20.0,2,1,3.0,3.0,3,3.0,2,6.0,1.0,19.0,0.0,0.0,165.0,1
6580,5.0,1.0,18.0,1,1,0.0,3.0,0,1.0,2,4.0,0.0,27.0,0.0,0.0,215.0,1
6581,27.0,1.0,22.0,1,0,2.0,3.0,4,1.0,1,8.0,0.0,20.0,1.0,12.0,262.0,0
6582,0.0,1.0,11.0,0,1,3.0,4.0,2,5.0,2,11.0,0.0,13.0,0.0,7.0,127.0,1
6583,17.0,1.0,38.0,2,1,2.0,3.0,4,5.0,0,7.0,0.0,14.0,9.0,17.0,267.0,1
6584,12.0,1.0,17.0,2,0,2.0,3.0,0,4.0,2,9.0,0.0,18.0,0.0,2.0,189.0,1
6585,19.0,3.0,14.0,2,0,2.0,3.0,4,4.0,0,13.0,0.0,12.0,5.0,1.0,273.0,1
6586,8.0,1.0,29.0,2,0,3.0,4.0,0,4.0,2,3.0,0.0,20.0,1.0,3.0,191.0,1
6587,0.0,1.0,32.0,2,1,3.0,3.0,3,3.0,2,1.0,0.0,15.0,1.0,2.0,125.0,1
6588,3.0,1.0,22.0,2,1,2.0,3.0,2,5.0,2,7.0,0.0,16.0,1.0,0.0,121.0,1
6589,7.0,3.0,11.0,0,1,3.0,4.0,0,3.0,0,4.0,1.0,14.0,7.0,6.0,176.0,1
6590,0.0,1.0,13.0,2,0,2.0,3.0,2,3.0,2,3.0,0.0,12.0,6.0,7.0,143.0,0
6591,23.0,1.0,32.0,1,1,2.0,5.0,4,1.0,2,2.0,1.0,13.0,13.0,9.0,250.0,0
6592,7.0,3.0,18.0,0,1,2.0,3.0,2,3.0,1,4.0,1.0,25.0,0.0,7.0,125.0,1
6593,15.0,1.0,13.0,1,1,3.0,4.0,2,4.0,1,8.0,0.0,16.0,1.0,0.0,148.0,1
6595,2.0,1.0,16.0,4,0,2.0,5.0,3,5.0,1,8.0,0.0,14.0,0.0,7.0,204.0,1
6596,6.0,1.0,37.0,2,1,2.0,4.0,3,4.0,2,5.0,0.0,14.0,0.0,2.0,144.0,1
6597,18.0,1.0,38.0,0,1,3.0,3.0,2,1.0,1,8.0,0.0,20.0,1.0,3.0,123.0,1
6599,13.0,3.0,22.0,1,1,2.0,3.0,3,5.0,1,5.0,0.0,12.0,2.0,1.0,159.0,1
6603,13.0,1.0,18.0,2,1,3.0,3.0,3,1.0,1,4.0,1.0,18.0,2.0,2.0,148.0,0
6604,18.0,1.0,8.0,0,1,3.0,3.0,0,4.0,1,4.0,0.0,13.0,6.0,7.0,175.0,1
6605,8.0,3.0,12.0,2,0,3.0,4.0,2,3.0,1,3.0,0.0,24.0,2.0,2.0,127.0,1
6608,21.0,3.0,28.0,2,0,3.0,3.0,3,3.0,1,12.0,0.0,15.0,1.0,7.0,169.0,1
6609,2.0,1.0,20.0,2,1,3.0,1.0,2,3.0,1,7.0,0.0,18.0,1.0,0.0,126.0,1
6610,6.0,3.0,19.0,2,1,2.0,3.0,3,5.0,1,5.0,0.0,14.0,2.0,2.0,164.0,1
6611,0.0,3.0,12.0,2,1,3.0,4.0,3,5.0,1,5.0,0.0,12.0,3.0,7.0,204.0,1
6612,11.0,2.0,19.0,4,1,3.0,3.0,3,3.0,1,4.0,0.0,13.0,0.0,2.0,167.0,0
6613,8.0,1.0,13.0,1,1,3.0,4.0,2,5.0,2,5.0,0.0,20.0,0.0,2.0,127.0,1
6614,99.0,3.0,37.0,0,1,2.0,3.0,0,4.0,1,7.0,0.0,12.0,0.0,3.0,198.0,1
6615,0.0,1.0,14.0,2,0,3.0,3.0,2,5.0,1,6.0,1.0,14.0,1.0,0.0,126.0,1
6616,16.0,1.0,14.0,0,0,3.0,4.0,0,1.0,1,2.0,0.0,16.0,1.0,9.0,205.0,1
6617,1.0,1.0,10.0,1,1,2.0,3.0,3,4.0,1,7.0,0.0,11.0,0.0,4.0,155.0,1
6619,21.0,1.0,27.0,4,0,3.0,3.0,2,5.0,1,9.0,0.0,12.0,7.0,6.0,126.0,1
6620,7.0,1.0,17.0,1,1,2.0,3.0,2,1.0,2,5.0,0.0,15.0,0.0,0.0,135.0,1
6622,7.0,1.0,10.0,2,1,2.0,3.0,3,1.0,1,13.0,0.0,17.0,1.0,1.0,158.0,1
6623,0.0,1.0,14.0,2,0,2.0,3.0,2,1.0,1,3.0,0.0,22.0,1.0,0.0,1951.0,1
6624,11.0,3.0,27.0,2,1,3.0,3.0,3,4.0,1,2.0,0.0,12.0,5.0,7.0,199.0,1
6625,11.0,3.0,27.0,2,0,2.0,3.0,3,4.0,2,4.0,0.0,12.0,0.0,2.0,146.0,1
6627,2.0,1.0,16.0,1,1,2.0,3.0,2,5.0,2,3.0,1.0,18.0,0.0,5.0,152.0,1
6629,12.0,3.0,19.0,1,1,2.0,1.0,0,3.0,1,7.0,0.0,12.0,4.0,6.0,186.0,1
6630,2.0,1.0,11.0,2,1,2.0,3.0,3,1.0,1,3.0,0.0,19.0,0.0,3.0,193.0,0
6632,0.0,1.0,20.0,0,1,2.0,1.0,2,3.0,1,6.0,0.0,16.0,2.0,2.0,128.0,1
6633,9.0,1.0,19.0,2,1,3.0,1.0,3,5.0,1,5.0,1.0,13.0,1.0,2.0,160.0,0
6634,15.0,1.0,18.0,4,1,3.0,4.0,1,1.0,2,10.0,0.0,24.0,1.0,1.0,303.0,1
6635,8.0,1.0,37.0,2,1,2.0,1.0,3,3.0,1,3.0,0.0,19.0,5.0,8.0,135.0,1
6638,16.0,1.0,37.0,0,1,2.0,1.0,2,4.0,1,6.0,0.0,12.0,1.0,2.0,152.0,1
6639,8.0,1.0,20.0,2,1,3.0,4.0,2,1.0,1,4.0,0.0,18.0,1.0,1.0,134.0,1
6641,0.0,1.0,37.0,1,1,2.0,3.0,2,4.0,1,5.0,1.0,17.0,0.0,0.0,124.0,1
6642,0.0,1.0,37.0,4,0,2.0,4.0,2,3.0,1,3.0,1.0,16.0,0.0,3.0,128.0,0
6643,23.0,1.0,32.0,1,1,2.0,3.0,4,3.0,1,5.0,1.0,17.0,3.0,13.0,214.0,0
6645,17.0,1.0,18.0,1,0,2.0,3.0,1,1.0,1,3.0,1.0,15.0,1.0,10.0,297.0,1
6646,3.0,1.0,17.0,1,1,2.0,4.0,2,4.0,1,2.0,0.0,13.0,0.0,1.0,128.0,1
6647,18.0,1.0,14.0,1,0,2.0,5.0,3,5.0,2,4.0,1.0,16.0,1.0,4.0,162.0,1
6648,18.0,3.0,35.0,3,1,2.0,4.0,3,5.0,1,3.0,0.0,15.0,0.0,5.0,148.0,0
6649,4.0,3.0,15.0,4,0,2.0,3.0,3,5.0,2,12.0,0.0,15.0,0.0,3.0,1946.0,0
6650,9.0,1.0,23.0,2,0,3.0,3.0,3,3.0,1,14.0,1.0,14.0,0.0,1.0,153.0,1
6651,7.0,1.0,19.0,2,1,2.0,1.0,3,1.0,1,4.0,0.0,13.0,5.0,2.0,154.0,0
6652,22.0,1.0,36.0,2,0,2.0,3.0,2,5.0,1,5.0,0.0,16.0,0.0,4.0,138.0,1
6653,12.0,1.0,23.0,1,1,3.0,3.0,3,5.0,1,4.0,0.0,14.0,4.0,7.0,157.0,1
6654,0.0,1.0,32.0,4,1,3.0,4.0,2,5.0,1,3.0,0.0,11.0,0.0,7.0,147.0,1
6655,8.0,1.0,26.0,2,1,2.0,1.0,3,5.0,1,5.0,0.0,13.0,0.0,10.0,152.0,1
6657,0.0,1.0,16.0,1,1,3.0,3.0,2,1.0,2,6.0,0.0,18.0,1.0,2.0,135.0,1
6658,0.0,3.0,11.0,1,0,3.0,3.0,2,1.0,2,4.0,1.0,13.0,0.0,0.0,116.0,0
6659,20.0,2.0,34.0,2,0,3.0,3.0,1,3.0,1,8.0,0.0,12.0,1.0,0.0,298.0,1
6660,12.0,1.0,14.0,1,1,3.0,4.0,3,3.0,1,1.0,0.0,16.0,0.0,7.0,132.0,1
6662,8.0,1.0,16.0,2,0,2.0,3.0,3,3.0,1,4.0,0.0,14.0,2.0,9.0,146.0,0
6663,10.0,1.0,29.0,2,1,2.0,3.0,3,3.0,1,8.0,0.0,18.0,0.0,2.0,160.0,1
6664,12.0,1.0,12.0,1,0,2.0,3.0,3,3.0,2,4.0,0.0,14.0,3.0,8.0,155.0,0
6666,11.0,1.0,15.0,1,0,2.0,4.0,0,3.0,1,6.0,1.0,21.0,1.0,2.0,183.0,1
6667,0.0,3.0,20.0,1,1,2.0,4.0,0,5.0,1,10.0,0.0,18.0,4.0,0.0,205.0,1
6668,10.0,1.0,23.0,1,0,3.0,3.0,2,4.0,1,2.0,0.0,12.0,1.0,7.0,141.0,1
6669,13.0,1.0,28.0,2,0,2.0,3.0,0,1.0,2,11.0,1.0,16.0,1.0,3.0,186.0,1
6670,17.0,2.0,8.0,4,1,2.0,3.0,3,1.0,1,5.0,1.0,11.0,1.0,2.0,160.0,0
6671,21.0,1.0,12.0,1,1,2.0,4.0,4,1.0,1,3.0,0.0,27.0,2.0,2.0,256.0,0
6672,0.0,3.0,28.0,1,1,2.0,5.0,3,1.0,1,9.0,1.0,16.0,1.0,2.0,159.0,1
6673,0.0,1.0,10.0,0,0,2.0,3.0,2,1.0,2,4.0,1.0,14.0,1.0,3.0,143.0,0
6674,0.0,1.0,18.0,1,0,2.0,1.0,2,3.0,1,8.0,0.0,17.0,0.0,2.0,136.0,1
6677,2.0,3.0,19.0,1,1,2.0,4.0,3,3.0,2,13.0,0.0,13.0,1.0,4.0,161.0,1
6678,9.0,1.0,13.0,2,0,2.0,3.0,0,5.0,1,8.0,0.0,12.0,1.0,2.0,180.0,1
6679,0.0,1.0,15.0,2,1,3.0,1.0,3,3.0,1,6.0,0.0,18.0,0.0,7.0,158.0,0
6680,12.0,1.0,20.0,1,1,3.0,3.0,3,4.0,1,5.0,0.0,22.0,1.0,0.0,153.0,1
6681,22.0,1.0,32.0,4,0,3.0,3.0,4,4.0,1,4.0,0.0,16.0,0.0,2.0,268.0,1
6682,23.0,1.0,28.0,2,0,2.0,4.0,0,5.0,1,7.0,0.0,17.0,1.0,11.0,240.0,1
6683,0.0,3.0,14.0,1,0,2.0,3.0,2,3.0,2,4.0,0.0,21.0,0.0,2.0,134.0,1
6684,7.0,1.0,16.0,2,0,3.0,3.0,3,4.0,1,5.0,0.0,12.0,7.0,9.0,161.0,1
6685,9.0,1.0,17.0,2,1,3.0,3.0,2,4.0,2,7.0,0.0,12.0,0.0,3.0,123.0,1
6686,22.0,1.0,18.0,2,0,2.0,4.0,4,3.0,1,5.0,1.0,21.0,1.0,12.0,244.0,1
6687,9.0,1.0,10.0,1,0,2.0,4.0,3,3.0,1,2.0,0.0,15.0,1.0,2.0,151.0,0
6688,9.0,1.0,16.0,2,1,3.0,1.0,3,5.0,1,10.0,0.0,22.0,1.0,4.0,171.0,1
6690,16.0,1.0,25.0,2,1,3.0,4.0,4,3.0,1,3.0,0.0,26.0,4.0,11.0,277.0,1
6692,11.0,1.0,13.0,2,1,2.0,3.0,3,1.0,1,9.0,0.0,15.0,2.0,9.0,147.0,0
6693,2.0,3.0,18.0,1,1,2.0,4.0,3,4.0,1,5.0,1.0,14.0,0.0,9.0,148.0,1
6694,6.0,3.0,10.0,1,1,3.0,3.0,3,1.0,1,5.0,0.0,16.0,1.0,4.0,157.0,1
6695,5.0,1.0,10.0,1,1,2.0,3.0,3,4.0,1,4.0,0.0,14.0,0.0,6.0,157.0,1
6697,22.0,1.0,24.0,1,0,3.0,3.0,2,5.0,1,5.0,1.0,17.0,1.0,2.0,129.0,1
6699,20.0,3.0,12.0,2,0,2.0,1.0,4,4.0,1,7.0,0.0,16.0,0.0,2.0,262.0,1
6701,14.0,3.0,33.0,2,1,3.0,3.0,0,3.0,2,7.0,1.0,18.0,0.0,2.0,171.0,1
6702,0.0,3.0,18.0,2,1,2.0,3.0,2,5.0,2,5.0,0.0,12.0,0.0,2.0,127.0,1
6703,6.0,3.0,25.0,2,0,2.0,3.0,3,1.0,1,4.0,1.0,27.0,0.0,2.0,155.0,0
6704,9.0,1.0,38.0,2,1,3.0,3.0,3,3.0,1,7.0,0.0,15.0,1.0,2.0,153.0,1
6706,0.0,1.0,20.0,1,1,3.0,4.0,2,3.0,2,4.0,1.0,12.0,1.0,2.0,142.0,1
6707,11.0,1.0,13.0,1,0,2.0,3.0,2,3.0,1,12.0,0.0,20.0,0.0,0.0,136.0,1
6708,26.0,1.0,35.0,1,1,2.0,1.0,0,1.0,1,4.0,0.0,16.0,0.0,2.0,176.0,1
6709,11.0,3.0,18.0,1,0,3.0,3.0,2,3.0,1,7.0,1.0,11.0,4.0,7.0,129.0,0
6710,0.0,1.0,15.0,2,1,3.0,3.0,2,4.0,2,4.0,0.0,12.0,1.0,0.0,114.0,1
6711,0.0,1.0,19.0,1,0,3.0,3.0,2,1.0,2,4.0,0.0,21.0,5.0,7.0,1937.0,0
6712,28.0,1.0,35.0,0,1,3.0,4.0,2,4.0,1,8.0,0.0,13.0,1.0,2.0,135.0,1
6714,30.0,1.0,10.0,1,1,3.0,5.0,0,1.0,1,8.0,0.0,22.0,0.0,0.0,212.0,1
6715,6.0,1.0,33.0,1,1,3.0,1.0,2,4.0,1,4.0,0.0,20.0,2.0,13.0,125.0,1
6717,7.0,1.0,31.0,2,0,2.0,4.0,2,1.0,1,2.0,0.0,14.0,3.0,7.0,135.0,1
6718,0.0,3.0,17.0,2,1,2.0,3.0,2,1.0,1,2.0,1.0,21.0,1.0,2.0,124.0,1
6719,17.0,1.0,15.0,2,0,3.0,1.0,0,1.0,1,3.0,1.0,21.0,6.0,7.0,183.0,1
6720,8.0,1.0,14.0,1,1,3.0,4.0,2,1.0,2,4.0,1.0,14.0,1.0,4.0,154.0,0
6721,16.0,3.0,10.0,1,1,3.0,3.0,3,1.0,1,2.0,1.0,19.0,0.0,8.0,185.0,1
6722,0.0,1.0,17.0,1,1,3.0,1.0,2,3.0,1,3.0,0.0,16.0,0.0,4.0,146.0,1
6725,9.0,3.0,13.0,2,0,2.0,3.0,3,1.0,2,5.0,0.0,16.0,3.0,7.0,150.0,1
6726,18.0,1.0,10.0,2,1,3.0,4.0,0,3.0,1,8.0,0.0,24.0,3.0,4.0,211.0,0
6728,10.0,3.0,22.0,2,1,2.0,5.0,4,3.0,1,11.0,0.0,13.0,1.0,10.0,234.0,0
6729,0.0,1.0,27.0,1,1,3.0,5.0,2,3.0,1,2.0,0.0,16.0,0.0,2.0,124.0,1
6730,18.0,1.0,40.0,0,0,2.0,4.0,4,4.0,2,6.0,0.0,12.0,3.0,6.0,273.0,1
6731,5.0,1.0,23.0,2,1,2.0,3.0,2,3.0,1,9.0,0.0,13.0,0.0,3.0,139.0,0
6733,14.0,2.0,15.0,4,1,2.0,5.0,3,4.0,1,10.0,0.0,20.0,0.0,2.0,166.0,0
6735,0.0,1.0,42.0,1,1,3.0,3.0,2,5.0,1,3.0,0.0,14.0,1.0,2.0,143.0,1
6740,19.0,3.0,12.0,2,1,3.0,3.0,0,1.0,1,6.0,1.0,13.0,0.0,3.0,211.0,1
6741,0.0,3.0,21.0,3,1,3.0,4.0,3,5.0,1,6.0,1.0,13.0,2.0,2.0,165.0,1
6742,0.0,3.0,12.0,2,1,2.0,5.0,3,4.0,2,9.0,0.0,17.0,0.0,0.0,171.0,1
6744,4.0,1.0,34.0,0,0,1.0,3.0,3,1.0,2,3.0,0.0,20.0,1.0,4.0,156.0,0
6745,12.0,1.0,9.0,2,1,3.0,3.0,3,1.0,1,5.0,1.0,17.0,3.0,8.0,170.0,0
6746,5.0,3.0,32.0,2,1,3.0,5.0,0,3.0,1,107.0,0.0,14.0,1.0,2.0,201.0,1
6747,13.0,3.0,17.0,1,1,2.0,3.0,1,4.0,2,6.0,0.0,15.0,1.0,8.0,301.0,1
6748,18.0,2.0,17.0,2,0,2.0,5.0,0,3.0,1,8.0,0.0,21.0,1.0,3.0,203.0,1
6749,3.0,1.0,14.0,0,0,3.0,4.0,2,5.0,2,3.0,0.0,16.0,0.0,7.0,156.0,0
6750,0.0,2.0,22.0,1,1,2.0,3.0,2,1.0,1,2.0,0.0,14.0,1.0,1.0,127.0,0
6751,0.0,2.0,19.0,4,0,3.0,4.0,2,1.0,1,9.0,0.0,13.0,1.0,2.0,123.0,0
6752,4.0,3.0,16.0,0,1,2.0,3.0,3,3.0,1,3.0,0.0,20.0,0.0,2.0,188.0,1
6753,0.0,1.0,21.0,1,0,3.0,3.0,2,1.0,2,5.0,0.0,13.0,1.0,4.0,139.0,1
6754,0.0,3.0,18.0,3,0,2.0,5.0,2,4.0,2,6.0,0.0,15.0,1.0,2.0,135.0,1
6755,2.0,1.0,10.0,2,1,3.0,1.0,3,3.0,2,9.0,1.0,13.0,0.0,2.0,166.0,0
6756,3.0,3.0,28.0,3,1,3.0,4.0,0,5.0,1,4.0,0.0,11.0,0.0,7.0,172.0,1
6757,7.0,1.0,12.0,1,1,3.0,1.0,2,1.0,1,5.0,1.0,15.0,0.0,2.0,135.0,1
6758,6.0,3.0,12.0,3,0,3.0,3.0,3,4.0,2,11.0,0.0,17.0,0.0,7.0,155.0,0
6760,0.0,3.0,26.0,2,0,3.0,3.0,0,5.0,2,3.0,1.0,22.0,0.0,0.0,193.0,1
6761,11.0,1.0,11.0,1,0,3.0,4.0,2,4.0,1,7.0,0.0,15.0,0.0,5.0,132.0,0
6763,2.0,1.0,13.0,0,0,3.0,4.0,2,5.0,1,3.0,0.0,13.0,0.0,0.0,125.0,1
6764,0.0,1.0,24.0,2,1,2.0,1.0,3,3.0,1,4.0,0.0,16.0,1.0,7.0,156.0,1
6765,5.0,1.0,15.0,0,1,3.0,3.0,2,4.0,2,7.0,0.0,15.0,1.0,7.0,130.0,0
6767,6.0,1.0,30.0,0,1,2.0,4.0,2,3.0,1,14.0,1.0,16.0,1.0,0.0,126.0,0
6768,15.0,1.0,25.0,1,1,2.0,3.0,2,4.0,1,12.0,0.0,24.0,1.0,4.0,131.0,1
6770,6.0,1.0,17.0,0,1,2.0,3.0,3,4.0,1,7.0,0.0,16.0,0.0,7.0,137.0,0
6771,14.0,1.0,18.0,2,1,3.0,3.0,2,5.0,1,2.0,0.0,20.0,1.0,4.0,125.0,1
6772,7.0,3.0,20.0,2,1,2.0,3.0,3,3.0,1,6.0,1.0,15.0,1.0,7.0,147.0,0
6773,26.0,1.0,10.0,1,0,2.0,4.0,4,3.0,1,8.0,1.0,20.0,0.0,2.0,232.0,0
6774,16.0,2.0,15.0,2,1,3.0,3.0,2,1.0,2,5.0,0.0,13.0,0.0,8.0,141.0,1
6775,7.0,3.0,16.0,2,0,2.0,5.0,3,1.0,2,7.0,0.0,12.0,1.0,2.0,163.0,1
6776,0.0,3.0,16.0,3,1,2.0,3.0,2,4.0,2,5.0,0.0,14.0,1.0,0.0,133.0,1
6777,11.0,1.0,14.0,4,0,2.0,4.0,2,3.0,1,4.0,0.0,11.0,0.0,4.0,139.0,1
6778,0.0,1.0,16.0,1,0,3.0,3.0,2,5.0,1,6.0,1.0,18.0,0.0,0.0,129.0,1
6779,4.0,3.0,40.0,3,0,3.0,4.0,3,1.0,1,6.0,0.0,16.0,2.0,7.0,158.0,1
6781,10.0,3.0,20.0,3,1,2.0,4.0,3,4.0,1,5.0,0.0,14.0,0.0,3.0,144.0,1
6782,19.0,1.0,12.0,1,1,2.0,3.0,1,1.0,1,12.0,1.0,18.0,1.0,2.0,295.0,1
6783,9.0,1.0,22.0,2,1,2.0,3.0,0,5.0,1,10.0,1.0,14.0,1.0,7.0,185.0,1
6784,7.0,1.0,8.0,1,1,2.0,3.0,2,4.0,1,6.0,1.0,14.0,1.0,3.0,124.0,0
6785,10.0,2.0,18.0,4,1,2.0,3.0,3,4.0,1,4.0,0.0,14.0,4.0,7.0,142.0,1
6786,0.0,3.0,35.0,2,0,2.0,3.0,3,1.0,2,4.0,1.0,18.0,0.0,7.0,1862.0,1
6788,1.0,1.0,10.0,2,1,2.0,3.0,2,1.0,1,2.0,0.0,12.0,0.0,3.0,120.0,1
6791,13.0,1.0,12.0,2,0,2.0,3.0,2,5.0,1,6.0,0.0,19.0,1.0,2.0,139.0,1
6792,15.0,1.0,25.0,1,1,3.0,1.0,3,5.0,1,8.0,0.0,18.0,1.0,0.0,159.0,1
6793,8.0,1.0,12.0,1,1,2.0,3.0,3,1.0,1,5.0,0.0,14.0,0.0,7.0,163.0,0
6794,11.0,2.0,10.0,4,1,3.0,3.0,2,4.0,1,6.0,0.0,14.0,3.0,8.0,130.0,0
6795,0.0,1.0,19.0,2,1,3.0,3.0,3,5.0,1,8.0,0.0,18.0,0.0,7.0,160.0,0
6796,0.0,1.0,21.0,1,1,2.0,3.0,3,5.0,2,2.0,0.0,16.0,0.0,8.0,147.0,1
6797,12.0,3.0,29.0,2,1,2.0,3.0,3,1.0,1,5.0,0.0,20.0,1.0,2.0,145.0,0
6799,14.0,1.0,15.0,2,1,2.0,1.0,3,4.0,2,7.0,0.0,12.0,1.0,2.0,172.0,1
6800,14.0,3.0,14.0,3,0,2.0,3.0,0,3.0,1,3.0,1.0,14.0,0.0,5.0,208.0,1
6801,3.0,1.0,22.0,1,0,3.0,3.0,0,3.0,2,10.0,0.0,15.0,0.0,2.0,203.0,1
6802,0.0,2.0,29.0,1,0,3.0,3.0,2,4.0,1,2.0,1.0,11.0,0.0,4.0,124.0,1
6804,99.0,1.0,8.0,2,0,2.0,3.0,3,1.0,1,9.0,0.0,18.0,0.0,3.0,166.0,1
6806,30.0,3.0,14.0,1,1,2.0,3.0,4,4.0,1,5.0,0.0,22.0,10.0,14.0,4.0,0
6807,8.0,1.0,34.0,1,1,3.0,5.0,2,3.0,1,1.0,0.0,18.0,1.0,3.0,129.0,1
6808,20.0,1.0,16.0,2,0,3.0,4.0,0,4.0,1,10.0,1.0,13.0,2.0,10.0,1829.0,1
6809,13.0,1.0,25.0,2,0,2.0,3.0,3,5.0,1,3.0,0.0,13.0,7.0,7.0,145.0,1
6811,4.0,3.0,20.0,3,0,3.0,3.0,0,5.0,1,7.0,0.0,14.0,2.0,2.0,203.0,0
6813,99.0,3.0,15.0,3,0,3.0,5.0,3,1.0,1,3.0,1.0,20.0,0.0,3.0,154.0,1
6814,0.0,3.0,18.0,1,1,2.0,3.0,3,1.0,2,2.0,0.0,15.0,0.0,2.0,149.0,1
6816,0.0,1.0,24.0,1,0,2.0,3.0,2,3.0,2,5.0,0.0,17.0,1.0,0.0,116.0,0
