,Churn,Tenure,City_Tier,CC_Contacted_LY,Payment,Gender,Service_Score,Account_user_count,account_segment,CC_Agent_Score,Marital_Status,rev_per_month,Complain_ly,rev_growth_yoy,coupon_used_for_payment,Day_Since_CC_connect,cashback,Login_device
5212,0,4.0,1.0,14.0,0,1,4.0,4.0,2,3.0,1,3.0,0.0,14.0,1.0,1.0,138.0,0
5213,0,31.0,1.0,8.0,2,1,4.0,2.0,3,3.0,1,2.0,0.0,25.0,2.0,9.0,174.0,1
5214,0,23.0,1.0,14.0,2,1,3.0,4.0,0,4.0,1,5.0,0.0,15.0,1.0,8.0,230.0,1
5215,0,8.0,1.0,22.0,1,1,4.0,4.0,4,5.0,1,9.0,0.0,15.0,3.0,10.0,295.0,0
5216,1,1.0,3.0,8.0,0,1,4.0,4.0,2,3.0,1,5.0,0.0,16.0,2.0,3.0,154.0,0
5217,1,1.0,3.0,20.0,0,0,3.0,4.0,3,4.0,2,7.0,0.0,12.0,2.0,1.0,183.0,0
5218,1,1.0,3.0,31.0,1,0,3.0,5.0,3,4.0,2,2.0,1.0,24.0,5.0,11.0,171.0,1
5220,1,1.0,1.0,16.0,1,1,3.0,4.0,2,5.0,2,4.0,1.0,12.0,1.0,1.0,157.0,0
5221,0,1.0,3.0,20.0,2,0,4.0,4.0,2,4.0,1,3.0,0.0,14.0,1.0,1.0,145.0,0
5222,0,18.0,1.0,9.0,1,1,3.0,4.0,0,3.0,2,7.0,1.0,19.0,3.0,3.0,227.0,0
5223,0,3.0,3.0,26.0,2,1,4.0,5.0,3,3.0,1,3.0,0.0,15.0,2.0,5.0,211.0,1
5224,0,4.0,2.0,8.0,2,1,3.0,4.0,2,3.0,1,2.0,0.0,22.0,1.0,4.0,146.0,1
5226,0,7.0,1.0,11.0,1,0,3.0,5.0,2,4.0,1,10.0,0.0,12.0,2.0,3.0,163.0,1
5228,1,1.0,1.0,9.0,1,1,3.0,5.0,2,5.0,2,9.0,0.0,12.0,2.0,1.0,151.0,0
5229,0,2.0,1.0,8.0,2,1,4.0,5.0,2,3.0,1,3.0,0.0,15.0,1.0,1.0,141.0,1
5230,0,2.0,3.0,14.0,2,1,3.0,4.0,3,5.0,2,2.0,0.0,15.0,2.0,4.0,174.0,0
5231,0,23.0,1.0,10.0,1,0,3.0,5.0,3,5.0,1,6.0,0.0,26.0,1.0,3.0,173.0,1
5232,0,3.0,1.0,9.0,2,0,4.0,4.0,2,4.0,1,2.0,0.0,14.0,2.0,3.0,157.0,0
5233,0,2.0,1.0,36.0,2,1,4.0,6.0,3,4.0,1,3.0,0.0,15.0,1.0,8.0,190.0,1
5234,0,7.0,1.0,15.0,2,1,4.0,4.0,3,3.0,2,4.0,1.0,18.0,2.0,1.0,189.0,1
5235,0,6.0,1.0,17.0,1,1,4.0,4.0,0,1.0,2,4.0,0.0,26.0,1.0,1.0,237.0,1
5237,1,1.0,1.0,8.0,0,1,4.0,5.0,2,5.0,2,8.0,0.0,14.0,2.0,8.0,149.0,1
5239,0,13.0,1.0,13.0,2,0,3.0,4.0,0,4.0,2,6.0,0.0,19.0,3.0,3.0,209.0,1
5240,0,20.0,3.0,10.0,2,0,3.0,4.0,4,4.0,1,10.0,0.0,13.0,5.0,2.0,291.0,1
5241,0,9.0,1.0,23.0,2,0,4.0,5.0,0,4.0,2,3.0,0.0,20.0,4.0,4.0,211.0,1
5242,0,1.0,1.0,27.0,2,1,4.0,4.0,3,3.0,2,2.0,0.0,15.0,2.0,3.0,148.0,1
5243,1,4.0,1.0,16.0,2,1,3.0,4.0,2,5.0,2,5.0,0.0,15.0,2.0,1.0,145.0,1
5245,1,1.0,1.0,10.0,2,0,3.0,4.0,2,3.0,2,3.0,0.0,13.0,3.0,8.0,166.0,0
5247,0,99.0,3.0,14.0,0,1,3.0,4.0,2,3.0,1,2.0,1.0,26.0,4.0,8.0,148.0,1
5248,0,16.0,1.0,9.0,1,1,4.0,5.0,2,4.0,1,6.0,0.0,15.0,1.0,1.0,173.0,1
5249,0,11.0,1.0,20.0,1,1,3.0,4.0,3,1.0,1,3.0,0.0,18.0,3.0,8.0,168.0,1
5250,0,3.0,1.0,15.0,4,0,3.0,6.0,3,5.0,1,5.0,0.0,14.0,2.0,8.0,222.0,1
5251,0,7.0,1.0,32.0,2,1,3.0,5.0,3,4.0,2,3.0,0.0,14.0,2.0,3.0,168.0,1
5252,0,19.0,1.0,35.0,0,1,4.0,4.0,2,1.0,1,6.0,0.0,21.0,2.0,4.0,146.0,1
5253,0,16.0,1.0,9.0,2,1,3.0,4.0,0,1.0,1,4.0,1.0,15.0,5.0,10.0,226.0,0
5254,0,14.0,3.0,16.0,1,1,3.0,4.0,3,5.0,1,2.0,0.0,13.0,8.0,2.0,180.0,1
5255,0,7.0,1.0,35.0,2,1,4.0,4.0,3,3.0,1,3.0,1.0,13.0,5.0,8.0,177.0,1
5256,0,14.0,2.0,13.0,1,1,3.0,4.0,4,1.0,2,3.0,1.0,22.0,4.0,8.0,289.0,1
5258,0,14.0,1.0,15.0,2,1,4.0,4.0,3,1.0,1,5.0,1.0,19.0,2.0,3.0,166.0,0
5259,0,19.0,1.0,8.0,0,1,4.0,4.0,0,4.0,1,3.0,0.0,13.0,4.0,8.0,199.0,1
5261,0,6.0,1.0,12.0,2,0,4.0,5.0,3,4.0,1,5.0,0.0,13.0,2.0,6.0,184.0,1
5262,0,10.0,3.0,9.0,2,1,4.0,4.0,2,1.0,2,5.0,1.0,22.0,2.0,3.0,151.0,1
5264,0,3.0,1.0,16.0,2,1,4.0,2.0,2,3.0,1,8.0,0.0,19.0,1.0,1.0,150.0,1
5265,0,7.0,3.0,15.0,2,1,3.0,4.0,3,5.0,1,4.0,0.0,14.0,3.0,3.0,189.0,1
5267,0,12.0,2.0,17.0,4,1,4.0,4.0,3,3.0,1,5.0,0.0,12.0,1.0,3.0,186.0,0
5268,0,9.0,1.0,8.0,1,1,4.0,5.0,2,5.0,2,3.0,0.0,20.0,2.0,3.0,150.0,1
5269,0,8.0,3.0,36.0,0,1,3.0,4.0,0,4.0,1,5.0,0.0,13.0,2.0,4.0,218.0,1
5271,1,17.0,1.0,9.0,0,0,4.0,5.0,0,1.0,1,2.0,0.0,17.0,1.0,10.0,227.0,1
5272,1,2.0,1.0,9.0,1,1,3.0,4.0,3,4.0,1,6.0,0.0,12.0,2.0,5.0,174.0,1
5273,0,6.0,1.0,8.0,0,1,4.0,4.0,3,5.0,1,6.0,0.0,15.0,1.0,3.0,166.0,0
5274,0,22.0,1.0,22.0,4,0,4.0,4.0,2,5.0,1,10.0,0.0,13.0,7.0,7.0,149.0,1
5275,0,8.0,1.0,14.0,1,1,3.0,4.0,2,1.0,2,3.0,0.0,14.0,1.0,1.0,155.0,1
5276,0,29.0,3.0,33.0,3,1,3.0,5.0,1,1.0,1,3.0,0.0,22.0,1.0,14.0,321.0,1
5277,0,8.0,1.0,8.0,2,1,3.0,4.0,3,1.0,1,11.0,0.0,18.0,1.0,2.0,180.0,1
5278,0,1.0,1.0,10.0,2,0,3.0,4.0,2,1.0,1,3.0,0.0,22.0,2.0,1.0,146.0,1
5279,0,12.0,3.0,21.0,2,1,4.0,4.0,3,4.0,1,2.0,0.0,12.0,4.0,8.0,224.0,1
5280,0,12.0,3.0,23.0,2,0,3.0,4.0,3,4.0,2,4.0,0.0,13.0,2.0,3.0,167.0,1
5281,0,10.0,3.0,8.0,2,0,4.0,4.0,3,3.0,2,8.0,0.0,14.0,2.0,1.0,193.0,1
5285,0,3.0,1.0,9.0,2,1,3.0,4.0,3,1.0,1,3.0,0.0,20.0,2.0,4.0,214.0,0
5286,0,24.0,3.0,16.0,3,1,3.0,4.0,1,3.0,1,6.0,1.0,17.0,1.0,1.0,318.0,1
5287,0,1.0,1.0,17.0,0,1,3.0,2.0,2,3.0,1,4.0,0.0,17.0,1.0,3.0,146.0,1
5288,0,10.0,1.0,13.0,2,1,4.0,2.0,3,5.0,1,5.0,1.0,14.0,1.0,3.0,181.0,0
5289,0,16.0,1.0,16.0,4,1,4.0,5.0,1,1.0,2,10.0,0.0,23.0,2.0,2.0,321.0,1
5290,0,9.0,1.0,35.0,2,1,3.0,2.0,3,3.0,1,3.0,0.0,18.0,7.0,9.0,159.0,1
5292,0,14.0,3.0,21.0,2,0,3.0,4.0,3,5.0,1,3.0,0.0,16.0,1.0,3.0,171.0,1
5293,0,17.0,1.0,34.0,0,1,3.0,2.0,2,4.0,1,7.0,0.0,13.0,2.0,3.0,174.0,1
5294,0,9.0,1.0,14.0,2,1,4.0,5.0,2,1.0,1,3.0,0.0,19.0,2.0,2.0,152.0,1
5295,0,20.0,3.0,8.0,2,1,3.0,2.0,4,5.0,2,3.0,0.0,16.0,1.0,13.0,301.0,1
5296,1,1.0,1.0,31.0,1,1,3.0,4.0,2,4.0,1,3.0,1.0,18.0,1.0,1.0,149.0,1
5297,0,1.0,1.0,33.0,4,0,3.0,5.0,2,3.0,1,3.0,1.0,15.0,2.0,4.0,153.0,0
5301,0,4.0,1.0,14.0,1,1,3.0,5.0,2,4.0,1,3.0,0.0,13.0,2.0,2.0,146.0,1
5302,0,19.0,1.0,12.0,1,0,3.0,6.0,3,5.0,2,3.0,1.0,15.0,1.0,5.0,183.0,1
5303,0,19.0,3.0,33.0,3,1,3.0,5.0,3,5.0,1,3.0,0.0,16.0,4.0,6.0,169.0,0
5304,0,5.0,3.0,9.0,4,1,3.0,4.0,3,5.0,2,9.0,0.0,14.0,2.0,4.0,178.0,0
5305,0,10.0,1.0,19.0,2,0,4.0,4.0,3,3.0,1,11.0,1.0,13.0,1.0,2.0,172.0,1
5306,0,8.0,1.0,17.0,2,1,3.0,2.0,3,1.0,1,3.0,0.0,14.0,4.0,3.0,172.0,0
5307,0,23.0,1.0,32.0,2,0,3.0,4.0,2,5.0,1,3.0,0.0,15.0,2.0,5.0,157.0,1
5308,0,13.0,1.0,17.0,1,1,4.0,4.0,3,5.0,1,4.0,0.0,14.0,4.0,8.0,179.0,1
5309,0,1.0,1.0,26.0,4,1,4.0,5.0,2,5.0,1,3.0,0.0,12.0,1.0,8.0,166.0,1
5310,0,9.0,1.0,25.0,2,1,3.0,2.0,3,5.0,1,3.0,0.0,12.0,2.0,11.0,177.0,1
5311,0,2.0,1.0,34.0,1,0,3.0,6.0,3,5.0,1,2.0,0.0,22.0,2.0,1.0,174.0,1
5313,1,1.0,3.0,10.0,1,0,4.0,4.0,2,1.0,2,3.0,1.0,13.0,2.0,1.0,141.0,0
5315,0,13.0,1.0,10.0,1,1,4.0,5.0,3,3.0,1,2.0,0.0,16.0,1.0,8.0,156.0,1
5316,0,14.0,1.0,22.0,2,0,4.0,5.0,0,3.0,1,3.0,0.0,14.0,7.0,13.0,229.0,1
5317,0,9.0,1.0,15.0,2,0,3.0,4.0,3,3.0,1,3.0,0.0,13.0,1.0,10.0,166.0,0
5319,0,13.0,1.0,11.0,1,0,3.0,4.0,3,3.0,2,2.0,0.0,14.0,4.0,9.0,175.0,0
5322,1,1.0,3.0,17.0,1,1,3.0,5.0,0,5.0,1,11.0,0.0,18.0,1.0,1.0,228.0,1
5323,0,11.0,1.0,17.0,1,0,4.0,4.0,2,4.0,1,3.0,0.0,12.0,5.0,8.0,164.0,1
5324,0,14.0,1.0,23.0,2,0,3.0,4.0,0,1.0,2,8.0,1.0,16.0,4.0,4.0,204.0,1
5325,0,18.0,2.0,8.0,4,1,3.0,4.0,3,1.0,1,6.0,1.0,12.0,2.0,3.0,182.0,0
5326,0,22.0,1.0,11.0,1,1,3.0,5.0,4,1.0,1,4.0,0.0,26.0,1.0,3.0,277.0,0
5327,1,1.0,3.0,22.0,1,1,3.0,6.0,3,1.0,1,8.0,1.0,15.0,1.0,3.0,179.0,1
5328,0,1.0,1.0,9.0,0,0,3.0,4.0,2,1.0,2,3.0,1.0,14.0,1.0,4.0,163.0,0
5329,0,1.0,1.0,15.0,1,0,3.0,2.0,2,3.0,1,9.0,0.0,18.0,1.0,3.0,160.0,1
5330,0,1.0,1.0,9.0,1,1,3.0,4.0,2,1.0,2,4.0,0.0,14.0,1.0,3.0,151.0,0
5331,1,4.0,1.0,14.0,2,1,4.0,4.0,2,5.0,2,5.0,1.0,15.0,1.0,4.0,147.0,1
5334,0,1.0,1.0,9.0,2,1,4.0,2.0,3,3.0,1,3.0,0.0,18.0,2.0,8.0,177.0,0
5335,0,13.0,1.0,19.0,1,1,4.0,4.0,3,4.0,1,6.0,0.0,22.0,2.0,1.0,178.0,1
5336,0,23.0,1.0,29.0,4,0,4.0,4.0,4,4.0,1,5.0,0.0,17.0,2.0,3.0,289.0,1
5338,0,1.0,3.0,9.0,1,0,3.0,4.0,2,3.0,2,3.0,0.0,20.0,1.0,3.0,153.0,1
5340,0,10.0,1.0,14.0,2,1,4.0,4.0,2,4.0,2,4.0,0.0,12.0,1.0,4.0,145.0,1
5342,0,10.0,1.0,8.0,1,0,3.0,5.0,3,3.0,1,2.0,0.0,16.0,1.0,3.0,169.0,0
5343,0,10.0,1.0,10.0,2,1,4.0,2.0,3,5.0,1,8.0,0.0,21.0,1.0,5.0,193.0,1
5345,0,17.0,1.0,22.0,2,1,4.0,5.0,4,3.0,1,3.0,0.0,25.0,3.0,12.0,301.0,1
5346,1,1.0,3.0,19.0,4,1,3.0,4.0,3,1.0,2,5.0,1.0,25.0,6.0,8.0,171.0,0
5351,0,5.0,3.0,12.0,2,0,4.0,4.0,3,1.0,1,3.0,0.0,12.0,1.0,3.0,180.0,1
5352,0,23.0,1.0,23.0,1,0,4.0,4.0,2,5.0,1,6.0,1.0,17.0,1.0,3.0,151.0,1
5353,0,12.0,1.0,9.0,1,0,3.0,5.0,2,4.0,2,3.0,0.0,23.0,1.0,4.0,149.0,0
5354,0,21.0,3.0,9.0,2,0,3.0,2.0,4,4.0,1,8.0,0.0,15.0,2.0,3.0,285.0,1
5356,0,15.0,3.0,30.0,2,1,4.0,4.0,0,3.0,2,5.0,1.0,17.0,1.0,3.0,196.0,1
5357,0,1.0,3.0,16.0,2,1,3.0,4.0,2,5.0,2,3.0,0.0,12.0,1.0,3.0,152.0,1
5358,0,7.0,3.0,23.0,2,0,3.0,4.0,3,1.0,1,3.0,1.0,26.0,1.0,3.0,179.0,0
5359,0,10.0,1.0,33.0,2,1,4.0,4.0,3,3.0,1,8.0,0.0,15.0,2.0,3.0,178.0,1
5360,0,18.0,2.0,8.0,2,0,3.0,4.0,2,1.0,1,6.0,1.0,19.0,3.0,3.0,157.0,1
5361,1,1.0,1.0,15.0,1,1,4.0,5.0,2,3.0,2,3.0,1.0,12.0,2.0,3.0,165.0,1
5362,0,12.0,1.0,11.0,1,0,3.0,4.0,2,3.0,1,9.0,0.0,20.0,1.0,1.0,158.0,1
5363,0,27.0,1.0,31.0,1,1,3.0,2.0,0,1.0,1,5.0,0.0,16.0,1.0,3.0,195.0,1
5364,1,12.0,3.0,14.0,1,0,4.0,4.0,2,3.0,1,4.0,1.0,12.0,2.0,8.0,152.0,0
5365,1,1.0,1.0,9.0,2,1,4.0,4.0,2,4.0,2,3.0,0.0,13.0,1.0,1.0,139.0,1
5367,0,29.0,1.0,29.0,0,1,4.0,5.0,2,4.0,1,7.0,0.0,13.0,2.0,3.0,160.0,1
5369,0,31.0,1.0,8.0,1,1,4.0,6.0,0,1.0,1,5.0,0.0,21.0,2.0,1.0,234.0,1
5370,0,7.0,1.0,28.0,1,1,4.0,2.0,2,4.0,1,3.0,0.0,19.0,1.0,14.0,145.0,1
5371,0,11.0,3.0,8.0,1,1,3.0,6.0,3,1.0,1,3.0,0.0,15.0,2.0,4.0,220.0,0
5372,0,8.0,1.0,26.0,2,0,3.0,5.0,2,1.0,1,3.0,0.0,13.0,2.0,8.0,154.0,1
5375,0,9.0,1.0,9.0,1,1,4.0,5.0,2,1.0,2,2.0,1.0,15.0,2.0,5.0,174.0,0
5376,0,17.0,3.0,9.0,1,1,4.0,4.0,3,1.0,1,3.0,1.0,18.0,4.0,9.0,203.0,1
5381,0,19.0,1.0,8.0,2,1,4.0,5.0,0,3.0,1,5.0,0.0,24.0,5.0,5.0,232.0,0
5382,1,1.0,2.0,29.0,4,1,3.0,6.0,2,3.0,1,3.0,0.0,12.0,1.0,1.0,141.0,1
5385,0,19.0,1.0,35.0,0,0,3.0,5.0,4,4.0,2,3.0,0.0,12.0,7.0,7.0,292.0,1
5386,0,6.0,1.0,17.0,2,1,3.0,4.0,2,3.0,1,8.0,0.0,14.0,1.0,4.0,159.0,0
5389,0,14.0,1.0,15.0,2,0,4.0,4.0,3,5.0,1,4.0,1.0,17.0,2.0,1.0,190.0,1
5390,0,1.0,1.0,36.0,1,1,4.0,4.0,2,5.0,1,3.0,0.0,14.0,2.0,3.0,164.0,1
5391,0,20.0,1.0,20.0,2,0,3.0,4.0,3,4.0,2,8.0,0.0,15.0,2.0,10.0,1953.0,1
5392,0,99.0,1.0,34.0,2,1,3.0,4.0,3,3.0,1,4.0,0.0,17.0,2.0,8.0,194.0,1
5394,0,21.0,3.0,9.0,3,1,3.0,4.0,3,4.0,1,9.0,0.0,12.0,1.0,1.0,175.0,0
5395,0,20.0,3.0,9.0,2,1,4.0,4.0,0,1.0,1,6.0,1.0,13.0,1.0,4.0,229.0,1
5397,1,1.0,3.0,8.0,2,0,3.0,6.0,3,4.0,2,8.0,0.0,16.0,1.0,1.0,1978.0,1
5398,0,1.0,1.0,11.0,1,0,3.0,4.0,2,4.0,2,3.0,0.0,14.0,1.0,3.0,158.0,1
5399,0,5.0,1.0,31.0,0,0,2.0,4.0,3,1.0,2,4.0,0.0,21.0,1.0,5.0,177.0,0
5400,0,13.0,1.0,8.0,2,1,4.0,4.0,3,1.0,1,3.0,1.0,16.0,1.0,9.0,190.0,0
5401,0,6.0,3.0,26.0,2,1,4.0,6.0,0,3.0,1,5.0,0.0,14.0,1.0,3.0,221.0,1
5402,0,14.0,3.0,14.0,1,1,3.0,4.0,1,4.0,2,3.0,0.0,15.0,13.0,9.0,323.0,1
5403,0,19.0,2.0,11.0,2,0,3.0,6.0,0,3.0,1,6.0,0.0,22.0,2.0,4.0,223.0,1
5404,0,4.0,1.0,9.0,0,0,4.0,5.0,2,5.0,2,2.0,0.0,17.0,1.0,8.0,175.0,0
5405,0,1.0,2.0,17.0,1,1,3.0,4.0,2,1.0,1,2.0,0.0,15.0,1.0,2.0,146.0,0
5406,1,1.0,2.0,15.0,4,0,4.0,5.0,2,1.0,1,8.0,0.0,12.0,2.0,3.0,147.0,0
5407,0,5.0,3.0,12.0,0,1,3.0,4.0,3,3.0,1,3.0,0.0,20.0,2.0,3.0,208.0,1
5408,0,1.0,1.0,15.0,1,0,4.0,4.0,2,1.0,2,3.0,0.0,12.0,1.0,5.0,159.0,1
5409,1,1.0,3.0,16.0,3,0,3.0,6.0,2,4.0,2,3.0,0.0,14.0,3.0,3.0,153.0,1
5410,0,3.0,1.0,8.0,2,1,4.0,2.0,3,3.0,2,10.0,1.0,13.0,2.0,3.0,188.0,0
5411,0,4.0,3.0,22.0,3,1,4.0,5.0,0,5.0,1,4.0,0.0,12.0,2.0,8.0,196.0,1
5412,0,8.0,1.0,9.0,1,1,4.0,2.0,2,1.0,1,2.0,1.0,15.0,2.0,3.0,154.0,1
5413,0,7.0,3.0,9.0,3,0,4.0,4.0,3,4.0,2,10.0,0.0,16.0,2.0,8.0,176.0,0
5414,0,23.0,3.0,18.0,3,0,4.0,4.0,3,1.0,2,5.0,0.0,13.0,1.0,5.0,170.0,1
5415,1,1.0,3.0,23.0,2,0,4.0,4.0,0,5.0,2,4.0,1.0,21.0,2.0,1.0,211.0,1
5416,0,12.0,1.0,9.0,1,0,4.0,5.0,2,4.0,1,6.0,0.0,15.0,1.0,6.0,150.0,0
5417,1,1.0,3.0,23.0,3,1,4.0,4.0,0,3.0,1,4.0,0.0,14.0,1.0,1.0,207.0,1
5418,0,3.0,1.0,11.0,0,0,4.0,5.0,2,5.0,1,3.0,0.0,14.0,1.0,1.0,146.0,1
5419,0,4.0,1.0,23.0,2,1,3.0,2.0,3,3.0,1,5.0,0.0,17.0,2.0,8.0,178.0,1
5421,0,12.0,1.0,25.0,1,1,3.0,6.0,3,1.0,1,5.0,1.0,17.0,1.0,1.0,183.0,1
5422,1,7.0,1.0,24.0,0,1,3.0,5.0,2,3.0,1,11.0,1.0,17.0,2.0,1.0,149.0,0
5423,0,16.0,1.0,19.0,1,1,3.0,4.0,2,4.0,1,10.0,0.0,23.0,2.0,5.0,153.0,1
5424,0,29.0,1.0,9.0,1,1,3.0,5.0,1,5.0,1,10.0,0.0,13.0,2.0,1.0,315.0,1
5425,0,7.0,1.0,11.0,0,1,3.0,4.0,3,4.0,1,7.0,0.0,16.0,1.0,8.0,156.0,0
5426,0,15.0,1.0,16.0,2,1,4.0,4.0,2,5.0,1,3.0,0.0,21.0,1.0,5.0,148.0,1
5427,0,8.0,3.0,17.0,2,1,3.0,4.0,3,3.0,1,3.0,1.0,15.0,2.0,8.0,165.0,0
5430,0,8.0,3.0,10.0,2,0,3.0,6.0,3,1.0,2,7.0,0.0,13.0,3.0,3.0,185.0,1
5431,1,1.0,3.0,14.0,3,1,3.0,4.0,2,4.0,2,3.0,0.0,14.0,1.0,1.0,152.0,1
5433,1,1.0,1.0,15.0,1,0,4.0,4.0,2,5.0,1,3.0,1.0,18.0,1.0,1.0,149.0,1
5434,0,5.0,3.0,36.0,3,0,4.0,5.0,3,1.0,1,3.0,0.0,15.0,1.0,8.0,1958.0,1
5435,0,25.0,1.0,10.0,0,0,3.0,4.0,0,3.0,1,4.0,0.0,12.0,3.0,3.0,256.0,1
5436,0,11.0,3.0,16.0,3,1,3.0,5.0,3,4.0,1,3.0,0.0,15.0,2.0,4.0,167.0,1
5437,0,20.0,1.0,9.0,1,1,3.0,4.0,1,1.0,1,9.0,1.0,18.0,3.0,3.0,318.0,1
5438,0,10.0,1.0,17.0,2,1,3.0,4.0,0,5.0,1,9.0,1.0,14.0,3.0,8.0,208.0,1
5439,1,8.0,1.0,8.0,1,1,4.0,4.0,2,4.0,1,3.0,1.0,13.0,3.0,4.0,148.0,0
5441,1,1.0,3.0,34.0,2,1,3.0,4.0,3,1.0,2,3.0,1.0,19.0,4.0,8.0,183.0,1
5445,0,20.0,3.0,33.0,2,1,4.0,5.0,3,4.0,2,10.0,0.0,16.0,2.0,3.0,205.0,0
5446,0,14.0,1.0,9.0,2,0,4.0,4.0,2,5.0,1,6.0,0.0,18.0,2.0,3.0,159.0,1
5447,0,16.0,1.0,20.0,1,1,4.0,2.0,3,5.0,1,7.0,0.0,19.0,2.0,1.0,180.0,1
5449,0,12.0,2.0,9.0,4,1,4.0,4.0,2,4.0,1,7.0,0.0,14.0,3.0,9.0,151.0,0
5451,1,99.0,1.0,17.0,1,1,3.0,4.0,3,5.0,2,3.0,0.0,16.0,1.0,9.0,167.0,1
5453,0,17.0,1.0,16.0,2,1,3.0,4.0,2,3.0,2,6.0,0.0,14.0,2.0,3.0,149.0,0
5455,0,15.0,3.0,11.0,3,0,3.0,4.0,0,3.0,1,2.0,1.0,14.0,6.0,6.0,229.0,1
5456,0,4.0,1.0,17.0,1,0,4.0,4.0,0,3.0,2,11.0,0.0,15.0,1.0,3.0,222.0,1
5457,1,1.0,2.0,27.0,1,0,4.0,4.0,2,4.0,1,2.0,1.0,12.0,1.0,5.0,146.0,1
5459,0,14.0,1.0,8.0,2,0,3.0,4.0,3,1.0,1,6.0,0.0,18.0,1.0,4.0,190.0,1
5461,0,31.0,3.0,9.0,1,1,3.0,4.0,4,4.0,1,6.0,0.0,23.0,5.0,15.0,288.0,0
5462,0,9.0,1.0,30.0,1,1,4.0,6.0,2,3.0,1,2.0,0.0,17.0,1.0,4.0,152.0,1
5463,0,21.0,1.0,11.0,2,0,4.0,5.0,0,4.0,1,10.0,1.0,13.0,6.0,11.0,228.0,1
5465,0,28.0,1.0,14.0,1,0,4.0,4.0,3,1.0,1,6.0,0.0,16.0,2.0,8.0,194.0,1
5466,0,5.0,3.0,14.0,3,0,4.0,4.0,0,5.0,1,4.0,0.0,15.0,3.0,3.0,221.0,0
5467,0,2.0,1.0,8.0,1,0,4.0,4.0,2,5.0,1,3.0,0.0,26.0,2.0,3.0,161.0,1
5468,0,12.0,3.0,9.0,3,0,4.0,6.0,3,1.0,1,4.0,1.0,21.0,1.0,4.0,179.0,1
5471,0,1.0,1.0,21.0,1,0,3.0,4.0,2,3.0,2,140.0,0.0,17.0,2.0,1.0,140.0,0
5472,1,1.0,2.0,25.0,4,1,3.0,2.0,2,5.0,1,2.0,0.0,18.0,2.0,1.0,155.0,1
5473,1,1.0,2.0,20.0,4,1,3.0,5.0,2,5.0,1,6.0,1.0,16.0,3.0,1.0,148.0,1
5475,0,10.0,1.0,9.0,4,0,4.0,4.0,3,4.0,1,124.0,1.0,23.0,2.0,1.0,195.0,1
5476,0,17.0,3.0,9.0,2,1,4.0,4.0,3,1.0,1,3.0,0.0,21.0,8.0,8.0,182.0,0
5477,0,1.0,1.0,12.0,2,0,3.0,4.0,2,1.0,2,2.0,1.0,15.0,2.0,3.0,149.0,0
5478,0,3.0,1.0,27.0,1,1,3.0,4.0,2,1.0,1,3.0,0.0,14.0,2.0,11.0,163.0,0
5481,0,21.0,1.0,16.0,2,0,4.0,4.0,2,3.0,2,6.0,0.0,13.0,1.0,1.0,146.0,1
5482,0,20.0,1.0,9.0,2,1,3.0,4.0,0,1.0,1,5.0,0.0,15.0,1.0,8.0,211.0,1
5483,0,2.0,2.0,8.0,2,1,3.0,4.0,2,1.0,1,3.0,0.0,16.0,2.0,3.0,152.0,0
5485,0,16.0,1.0,15.0,2,1,3.0,4.0,2,3.0,2,6.0,0.0,14.0,2.0,1.0,165.0,1
5488,0,1.0,3.0,30.0,1,0,3.0,5.0,3,3.0,1,3.0,0.0,22.0,4.0,9.0,160.0,1
5490,0,17.0,1.0,13.0,1,0,3.0,5.0,1,3.0,1,9.0,0.0,14.0,7.0,15.0,1971.0,1
5491,0,22.0,1.0,17.0,2,0,4.0,5.0,1,4.0,1,6.0,0.0,13.0,4.0,10.0,1914.0,1
5494,0,1.0,1.0,22.0,2,0,4.0,5.0,2,5.0,1,2.0,0.0,20.0,1.0,4.0,173.0,0
5496,0,29.0,1.0,9.0,0,1,4.0,5.0,2,1.0,1,10.0,0.0,21.0,2.0,5.0,152.0,1
5497,0,2.0,3.0,10.0,1,0,4.0,4.0,2,4.0,1,3.0,0.0,20.0,2.0,1.0,154.0,1
5498,1,1.0,3.0,16.0,1,1,3.0,4.0,2,1.0,2,3.0,0.0,14.0,1.0,1.0,136.0,1
5499,1,1.0,1.0,14.0,2,1,4.0,4.0,2,4.0,2,3.0,1.0,24.0,2.0,1.0,150.0,1
5500,0,10.0,3.0,17.0,0,0,4.0,5.0,3,3.0,1,3.0,1.0,14.0,1.0,8.0,182.0,1
5501,0,5.0,1.0,27.0,2,1,3.0,4.0,3,3.0,1,3.0,0.0,12.0,1.0,3.0,167.0,1
5502,0,8.0,3.0,11.0,2,1,4.0,4.0,0,1.0,1,4.0,1.0,14.0,1.0,1.0,222.0,1
5503,0,3.0,1.0,14.0,2,1,3.0,4.0,2,5.0,2,5.0,0.0,15.0,1.0,3.0,146.0,1
5504,0,11.0,1.0,14.0,1,1,4.0,4.0,3,5.0,1,7.0,1.0,23.0,1.0,5.0,168.0,1
5505,0,9.0,1.0,23.0,4,0,3.0,5.0,3,4.0,1,2.0,1.0,12.0,1.0,3.0,173.0,1
5507,0,10.0,2.0,9.0,4,1,4.0,5.0,3,1.0,2,3.0,0.0,22.0,2.0,9.0,164.0,0
5508,0,14.0,1.0,8.0,2,1,4.0,4.0,4,5.0,1,4.0,0.0,12.0,3.0,17.0,293.0,1
